"id","title","authors","year","venue","search_strings","doi","abstract","keywords","citations"
"151","Integrated and Iterative Requirements Analysis and Test Specification: A Case Study at Kostal","C. Wiecher; J. Fischbadh; J. Greenyer; A. Vogelsang; C. Wolff; R. Dumitrescu","2021","2021 ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems (MODELS)","S1","10.1109/MODELS50736.2021.00020","Currently, practitioners follow a top-down approach in automotive development projects. However, recent studies have shown that this top-down approach is not suitable for the implementation and testing of modern automotive systems. Specifically, practitioners increasingly fail to specify requirements and tests for systems with complex component interactions (e.g., e-mobility systems). In this paper, we address this research gap and propose an integrated and iterative scenario-based technique for the specification of requirements and test scenarios. Our idea is to combine both a top-down and a bottom-up integration strategy. For the top-down approach, we use a behavior-driven development (BDD) technique to drive the modeling of high-level system interactions from the user's perspective. For the bottom-up approach, we discovered that natural language processing (NLP) techniques are suited to make textual specifications of existing components accessible to our technique. To integrate both directions, we support the joint execution and automated analysis of system-level interactions and component-level behavior. We demonstrate the feasibility of our approach by conducting a case study at Kostal (Tierl supplier). The case study corroborates, among other things, that our approach supports practitioners in improving requirements and test specifications for integrated system behavior.","Requirements Analysis;Test Specification;Natural Language Processing;Scenario-based Requirements Engineering;Model-based Testing;Scenario-based Testing","7.0"
"152","Statistical Framework for Two-Party Acceptance Testing of HPC Systems for Reliability","N. DeBardeleben; T. Burr; S. Penton; C. Walker; J. Loncaric; W. M. Jones","2021","2021 IEEE/ACM 11th Workshop on Fault Tolerance for HPC at eXtreme Scale (FTXS)","S3","10.1109/FTXS54580.2021.00007","HPC clusters and supercomputers are capital investments and undergo great scrutiny to be sure that the system meets agreed upon metrics of performance, reliability, and usability. As such, careful evaluation of a system occurs once delivered to evaluate the agreed upon specifications have been met. This evaluation is referred to as an “acceptance test.” Both the HPC vendor and the data center buying the system have a vested interest in passing this test, though their goals sometimes are at odds. While the buyer wants the system agreed upon, the vendor wants the test to pass in a timely manner so that they can be paid. This creates a delicate balance where both parties agree upon testing parameters to satisfy their goals and optimize their objectives. This paper focuses on the reliability testing aspect of an acceptance test and outlines how test parameters are set up for length of test and number of acceptable failures. The recommended frequentist (non-Bayesian) statistical techniques are based on a Poisson failure model and it is shown that if both parties expect low probability of failing their respective objectives, the test is likely to be unreasonably long. Two party optimizations and constraints on testing duration are considered as well. Once a test is ongoing, it is shown how failure times from the test can be used in a Bayesian approach to calculate that the probability that the machine has a higher MTBF than prescribed. Techniques for accepting a less reliable machine and those ramifications are presented as well. Finally, simulations are performed that analyze six different HPC workloads and how impactful accepting a less reliable machine will be on the buyer. The techniques presented in this paper could be used by data center operators and procurement teams to evaluate systems during acceptance testing as well as HPC vendors to minimize their risk of failure.","acceptance testing;reliability testing;optimization;simulation;statistical modeling","1.0"
"153","Test-Oriented RESTful Service Discovery with Semantic Interface Compatibility","S. -P. Ma; Y. -J. Chen; Y. Syu; H. -J. Lin; Y. -Y. FanJiang","2021","IEEE Transactions on Services Computing","S3","10.1109/TSC.2018.2871133","Web API/service technology has been attracting considerable attention and the REST (REpresentational State Transfer) architecture is now widely accepted as mainstream technology. Nonetheless, developing the means by which to discover RESTful Web APIs/services is crucial to the further development of this technology. Unfortunately, existing search engines for RESTful Web APIs/services provide only keyword-based or tag-based search functions. A failure to take into account the semantics and/or characteristics (e.g., their interface compatibility) greatly hampers the ability to find suitable APIs/services. In this study, we propose a novel approach to the discovery of RESTful Web API/services, referred to as Test-Oriented API Search with Semantic Interface Compatibility (TASSIC). This scheme involves expanding the terms of Web API/service documents based on DBpedia and WordNet. Unsuitable APIs/services are then filtered out using a systematic process, as follows: 1) calculation of semantic similarity between a set of candidate APIs/services and a user query, 2) analysis of interface compatibility between candidate APIs/services using the Hungarian Algorithm, 3) invocation of candidate APIs/services to verify functionality and availability, and 4) analysis of similarity between the actual response of the candidate services and the expected response specified in the user query. The proposed TASSIC increases the likelihood of matching APIs/services that are semantically equivalent or similar to user queries. Unit test and acceptance test are used to verify that a set of candidate APIs/services are actually available and that they actually meets user requirements. Experiment results demonstrate the efficacy of TASSIC, the accuracy of which is superior to that of existing methods.","Acceptance testing;interface compatibility;RESTful service;service discovery;term expansion;unit testing","17.0"
"154","Towards Modelling Acceptance Tests as a Support for Software Measurement","A. Lapointe-Boisvert; S. Mosser; S. Trudel","2021","2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)","S1","10.1109/MODELS-C53483.2021.00129","The DevOps paradigm emphasizes the need for a measurable feedback loop, starting from requirements and going as far as deployment in an automated way. In this context, a modelling challenge is to leverage the existing requirement engineering approaches to support measurements. Unfortunately, measurement methods are slow and costly by definition, preventing precisely measured requirements from being used in the DevOps loop. As a result, developers have to deal with grossly estimated elements, e.g., using story points promoted by agile methods. Thus, it is not possible to provide better support for the development team. We envision taking advantage of the artifacts that already exist in a DevOps context to provide better support for requirements measurement, making it available in an automated context such as the DevOps one. This paper focuses on the automated analysis of acceptance tests (e.g., expressed using the Gherkin language) to support functional measurement automation in a DevOps context. This proposition is illustrated by a scenario coming from an industrial partner, supporting the identification of four research challenges to be tackled.","measurements;acceptance tests;modelling","2.0"
"155","Type-I Censored Reliability Acceptance Plan for Exponentially Distributed Products by Fusing Different Types of Information","Y. Tan; Q. Zhao; P. Jiang","2021","2021 Global Reliability and Prognostics and Health Management (PHM-Nanjing)","S3","10.1109/PHM-Nanjing52125.2021.9612983","The reliability acceptance test (RAT) is to check whether the product meets the reliability requirement. It is important that the customer’s risk and the producer’s risk of the test plan controllable. The RAT plan in GJB899A is hard to be applicated because the test duration is too long and the risks uncontrollable. In order to optimize the RAT, a method to design the Type-I censored plans by fusing different types of information is proposed. The D-S based method is applicated and the two types of risk can be determined more accurately by fusing the expert knowledge. Then the Type-I censored RAT can be further derived. In the end, the case study shows that the proposed method is better than the method in GJB899A.","Exponential distribution;multi-source information;D-S evidence theory;customer’s risk;producer’s risk;reliability acceptance test",""
"156","A fast BDD Minimization Framework for Approximate Computing","A. Wendler; O. Keszocze","2020","2020 Design, Automation & Test in Europe Conference & Exhibition (DATE)","S3","10.23919/DATE48585.2020.9116296","Approximate Computing is a design paradigm that trades off computational accuracy for gains in non-functional aspects such as reduced area, increased computation speed, or power reduction. Computing the error of the approximated design is an essential step to determine its quality. The computation time for determining the error can become very large, effectively rendering the entire logic approximation procedure infeasible.As a remedy, we present methods to accelerate the computation of error metric computations by (a) exploiting structural information and (b) computing estimates of the metrics for multi-output Boolean functions represented as BDDs. We further present a novel greedy, bucket-based BDD minimization framework employing the newly proposed error metric computations to produce Pareto-optimal solutions with respect to BDD size and multiple error metrics. The applicability of the proposed minimization framework is demonstrated by an experimental evaluation. We can report considerable speedups while, at the same time, creating high-quality approximated BDDs.","Approximate Computing;Design Space Exploration;Multi-Objective Optimization;BDD Minimization;Logic Minimization;Error Metrics","8.0"
"157","Life-cycle Interact Evaluation of Distribution Cables","G. Wang; Y. Wang; B. OuYang; C. Li; X. Tan","2020","2020 IEEE International Conference on High Voltage Engineering and Application (ICHVE)","S3","10.1109/ICHVE49031.2020.9279617","With the increasing application scale of distribution network cable in China, its safe and stable operation is of great significance to ensure the reliability of power supply and customer satisfaction. However, at present, the relevant research at home and abroad focuses on the detection and evaluation technology of distribution cable status, and has not achieved breakthrough results for the improvement of intrinsic safety of equipment quality. Combined with the sorting of key points of quality control in the whole process of distribution network cable equipment, this paper carries out systematic research on cable equipment material and structural performance, operation performance evaluation and quality information interaction evaluation in the process of defect investigation, sampling inspection, acceptance test and operation, so as to provide ideas for cable life-cycle quality management and interactive evaluation.","distribution cable;life-cycle;equipment quality;operation performance evaluation;interactive evaluation","1.0"
"158","Software Library for Teaching Applications of Binary Decision Diagrams in Reliability Analysis","M. Mrena; M. Kvassay; R. S. Stankovic","2020","2020 18th International Conference on Emerging eLearning Technologies and Applications (ICETA)","S3","10.1109/ICETA51985.2020.9379170","Reliability belongs to key characteristics of most technical, as well as, non-technical systems. Therefore, its evaluation should be one of the principal skills of graduates of technically oriented study programs, such as mechanical engineering, electrical engineering, computer engineering, or informatics. However, analysis of system reliability is a challenging task, especially in case of systems composed of many components. Main issues in this case are efficient representation of the system and fast computation of basic reliability characteristics, such as availability of the system or importance of the system components. The first issue can be solved by using special data structures and the second one by implementation of existing algorithms using these data structures. A Binary Decision Diagram (BDD) is one of the most prospective data structures that can be used for this purpose. It is a graph structure that allows representing Boolean functions in an efficient way. In reliability analysis, it can be used to represent structure of the system. However, manipulation with bigger BDDs and their application in computation of basic reliability indices usually requires good computer support in a form of specific software tool. The core of such a software tool should be a software library implementing operations that allows fast manipulation with BDDs. In this paper, we present one such library. The library is primarily intended for the development of software tools for reliability analysis of complex systems based on BDDs, and it will also be used as a support tool within practical classes of a course on reliability engineering that is taught at the Faculty of Management Science and Informatics of University of Zilina.","Boolean functions;binary decision diagram;dependability;logic differential calculus;structure function","2.0"
"159","Student Absenteeism Monitoring System Using Bluetooth Smart Location-Based Technique","S. K. Baharin; Z. Zulkifli; S. B. Ahmad","2020","2020 International Conference on Computational Intelligence (ICCI)","S3","10.1109/ICCI51257.2020.9247809","Conventional method of recording students’ attendance is still being used in Universiti Teknologi MARA (UiTM) Perak Tapah Campus. The method used is by recording students’ attendance in attendance sheets which is an inefficient way to monitoring students’ attendance. The absenteeism of students without valid excuses during lectures appears to be a serious problem as it falls under the term of truancy. Once the absenteeism percentage reaches 10%, the students will receive a notification letter issued by the Academic Affairs Division as the first warning. The last warning will be issued when the absenteeism percentage reaches 20% where the students might be barred from sitting the final examination. Therefore, the “Student Absenteeism Monitoring System Using Bluetooth Smart Location-Based Technique” is developed specifically for lecturers and students of the UiTM Tapah Campus to automatically monitor students’ attendance. The objective of this project is to determine the percentage of students’ absenteeism to prevent students from getting a ZZ status. ZZ status is a situation where a student is being barred from sitting the final examination. The system was evaluated based on functionality, usability efficiency, and user acceptance test. The result from evaluations indicates that most of the users have good experience in using the system. This system which was specifically developed for UiTM can also be enhanced and customized to meet the needs of learning institutions throughout Malaysia.","absenteeism;attendance management;Bluetooth;location-based service","6.0"
"160","The Solution of AIO-ET Via Open and Process Window Improvement","B. Zhang; J. Yang; L. Sun; Q. Li; J. Huang; Y. Zhang","2020","2020 China Semiconductor Technology International Conference (CSTIC)","S3","10.1109/CSTIC49141.2020.9282421","With the development of VLSI (Very Large Scale Integrated Circuits) manufacture, the continuous shrinkage of line width critical dimensions should meet high performance and high integrated level of device requirement. More and more new materials and new processes were introduced to meet the process requirement of critical layer. This paper investigates the solutions of the via open and the window improvement of All in One etch (AIO-ET). In this paper, Transmission Electron Microscope (TEM), Wafer Acceptance Test (WAT) and Chip Probing (CP) were performed to evaluate the etch process.","via open;window improvement;AIO-ET",""
"161","Tooling for automated testing of cyber-physical system models","T. Broenink; B. Jansen; J. Broenink","2020","2020 IEEE Conference on Industrial Cyberphysical Systems (ICPS)","S1","10.1109/ICPS48405.2020.9274794","This work presents a tool for automatic testing of cyber-physical systems via simulation. Cyber-physical system design can benefit from this automated testing as it allows for system-level requirements and prevents regression of the design. The tool is based on three parts: A testing language, a simulator controller, and a post processor. The testing language is a domain-specific language based on a Gherkin style syntax and can define test for multiple models and simulators. The domain specific language also defines algebraic, logical, and linear temporal logic transformations for outputs to define testing conditions. The tool can perform different sub-sets of tests based on a graphical or command line interface. The tool is demonstrated using an example where a motor is selected for a winch system. Here it is shown that the tool can verify component- and system-level requirements, and can detect regression. The tool is basis for a method supporting the design of cyber-physical systems.","",""
"162","BDD Method for Evaluating Reliability of Traffic-Path-Based Network Model","T. Koizumi; M. Hayashi","2019","2019 20th Asia-Pacific Network Operations and Management Symposium (APNOMS)","S3","10.23919/APNOMS.2019.8893108","This paper proposes a new method for evaluating the reliability of traffic-path-based models representing telecommunications networks. The key idea is to use the binary decision diagram (BDD) method, which memorizes the computational results in the binary expansion appearing in the evaluation, so that we can reuse them in further steps. While this method is a fast evaluation for other models such as graph-based models, no previous work has applied it to a traffic-path-based network model. Our numerical experimental results show that the BDD method is surely faster for large models than the most recently proposed existing method.","Reliability;Telecommunications networks;Traffic-path-based network model;BDD;Algorithm",""
"163","Behave Nicely! Automatic Generation of Code for Behaviour Driven Development Test Suites","T. Storer; R. Bob","2019","2019 19th International Working Conference on Source Code Analysis and Manipulation (SCAM)","S1","10.1109/SCAM.2019.00033","Behaviour driven development (BDD) has gained widespread use in the software industry. System specifications can be expressed as test scenarios, describing the circumstances, actions and expected outcomes. These scenarios are written in a structured natural language (Gherkin), with each step in the scenario associated with a corresponding step implementation function in the underlying programming language. A challenge recognised by industry is ensuring that the natural language scenarios, step implementation functions and underlying system implementation remain consistent with one another, requiring on-going maintenance effort as changes are made to a system. To address this, we have developed behave_nicely, a tool, for automatically generating step implementation functions from structured natural language steps, with the intention of eliminating the need for maintaining step implementation functions. We evaluated our approach on a sample of 20 white box and 50 black box projects using behaviour driven development, drawn from GitHub. Our results show that behave_nicely can generate step implementation functions for 80% of the white box and 17% of black box projects. We conclude that (a) there is significant potential for automating the process of code generation for BDD tests and (b) that the development of guidelines for writing tests in Gherkin would significantly improve the results.","Behaviour driven development;code generation","4.0"
"164","Bridging the Gap between Requirements Modeling and Behavior-Driven Development","M. Alferez; F. Pastore; M. Sabetzadeh; L. Briand; J. -R. Riccardi","2019","2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems (MODELS)","S1+S3","10.1109/MODELS.2019.00008","Acceptance criteria (AC) are implementation agnostic conditions that a system must meet to be consistent with its requirements and be accepted by its stakeholders. Each acceptance criterion is typically expressed as a natural-language statement with a clear pass or fail outcome. Writing AC is a tedious and error-prone activity, especially when the requirements specifications evolve and there are different analysts and testing teams involved. Analysts and testers must iterate multiple times to ensure that AC are understandable and feasible, and accurately address the most important requirements and workflows of the system being developed. In many cases, analysts express requirements through models, along with natural language, typically in some variant of the UML. AC must then be derived by developers and testers from such models. In this paper, we bridge the gap between requirements models and AC by providing a UML-based modeling methodology and an automated solution to generate AC. We target AC in the form of Behavioral Specifications in the context of Behavioral-Driven Development (BDD), a widely used agile practice in many application domains. More specially we target the well-known Gherkin language to express AC, which then can be used to generate executable test cases. We evaluate our modeling methodology and AC generation solution through an industrial case study in the financial domain. Our results suggest that (1) our methodology is feasible to apply in practice, and (2) the additional modeling effort required by our methodology is outweighed by the benefits the methodology brings in terms of automated and systematic AC generation and improved model precision.","Software testing;BDD;modeling;requirements engineering;text generation;Gherkin;FinTech","11.0"
"165","Intelligent System for Recommending Study Level in English Language Course Using CBR Method","M. Sutrisno; U. Budiyanto","2019","2019 6th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","S3","10.23919/EECSI48112.2019.8977047","In the admission process, an English Course uses a level placement test. The implementation of the test encountered some problems such as slow determination of student learning levels based on the results of paper based test that are still conventional. The purpose of this research provides the recommendations for an intelligent knowledge-based system in recommending student learning levels using the Case-Based Reasoning (CBR) method. CBR is one of the method that uses the Artificial Intelligence approach and focuses on solving problems based on knowledge from the previous cases, by calculating numerical local similarity and global similarity using the nearest neighbor algorithm as the basic for the technical development of this intelligent system. The result of the study was tested for the data accuracy with the confusion matrix method by the result 100% for the accuracy. For evaluating the system systematically was using the User Acceptance Test (UAT) method with the results of the evaluation is 88% of the system meets user needs and expectations.","Recommended Study Level;Case Based Reasoning;English Course;Nearest Neighbor","1.0"
"166","Notice of Violation of IEEE Publication Principles: Mobile Application Development: Automated Test Input Generation Via Model Inference based on User Story and Acceptance Criteria","H. Iqbal","2019","2019 International Conference on Digitization (ICD)","S1","10.1109/ICD47981.2019.9105761","In the past few years, there has been observed explosive growth in the development of Mobile Applications across Android and iOS operating system which has led to the direct impact towards mobile app development. In order to design and propose quality-oriented apps, it is the primary responsibility of the developers to devote time and sufficient efforts towards testing to make the Apps bug free and operational in the hands of end users without any hiccup. In order to test the mobile apps, manual testing procedures takes prolonged amount of time in writing test cases and even the full testing requirements are not met. In addition to this, lack of sufficient knowledge by the tester also impacts overall quality and assurance that app is bug free. To overcome all the issues of testing, and to assure that apps designed by developers are almost bug free, we propose a new testing methodology cum tool “AgileUATM” which works primarily towards white-box and black-box testing. With this tool, all the test cases are generated automatically based on user stories and acceptance criteria by using formal specification and Z3 SMT solvers. To test the validity of the proposed tool, we applied the tool in real-time operational environment with regard to test Mobile apps. Using this tool, all the acceptance criteria is determined via user stories. The testers/developers specify requirements with formal specifications based on programs properties, predicates, invariants, and constraints. From the results, it is observed that the proposed tool i.e. AgileUATM generated effective and accurate test cases, test input, and expected output was generated in a unified fashion from the user stories to meet acceptance criteria. In addition to this, the tool also reduced the development time to identify test data as compared to manual Behavior Driven Development (BDD) methodologies. With this tool, the developers got better idea with regard to required tests and able to translate the customers natural languages to the computer language as well.;Notice of Violation of IEEE Publication Principles <br><br> “Mobile Application Development: Automated Test Input Generation Via Model Inference based on User Story and Acceptance Criteria” <br> by Hena Iqbal <br> in the Proceedings of the International Conference on Digitization (ICD), November 2019, pp. 92-103 <br><br> After careful and considered review of the content and authorship of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE’s Publication Principles. <br><br> This paper is a near duplication of the original text from the paper cited below. The original text was copied without attribution (including appropriate references to the original author(s) and/or paper title) and without permission. <br><br> Due to the nature of this violation, reasonable effort should be made to remove all past references to this paper, and future references should be made to the following article: <br><br> “Automated Test Input Generation via Model Inference Based on User Story and Acceptance Criteria for Mobile Application Development” <br> by Duc-Man Nguyen, Quyet-Thang Huynh, Nhu-Hang Ha and Thanh-Hung Nguyen <br> in the International Journal of Software Engineering and Knowledge Engineering, Vol. 30, No. 3 2020, pp. 399-425 <br><br>","",""
"167","On-Policy Dataset Synthesis for Learning Robot Grasping Policies Using Fully Convolutional Deep Networks","V. Satish; J. Mahler; K. Goldberg","2019","IEEE Robotics and Automation Letters","S3","10.1109/LRA.2019.2895878","Rapid and reliable robot grasping for a diverse set of objects has applications from warehouse automation to home decluttering. One promising approach is to learn deep policies from synthetic training datasets of point clouds, grasps, and rewards sampled using analytic models with stochastic noise models for domain randomization. In this letter, we explore how the distribution of synthetic training examples affects the rate and reliability of the learned robot policy. We propose a synthetic data sampling distribution that combines grasps sampled from the policy action set with guiding samples from a robust grasping supervisor that has full state knowledge. We use this to train a robot policy based on a fully convolutional network architecture that evaluates millions of grasp candidates in 4-DOF (3-D position and planar orientation). Physical robot experiments suggest that a policy based on fully convolutional grasp quality CNNs (FC-GQ-CNNs) can plan grasps in 0.625 s, considering 5000x more grasps than our prior policy based on iterative grasp sampling and evaluation. This computational efficiency improves rate and reliability, achieving 296 mean picks per hour (MPPH) compared to 250 MPPH for iterative policies. Sensitivity experiments explore the effect of supervisor guidance level and granularity of the policy action space. Code, datasets, videos, and supplementary material can be found at http://berkeleyautomation.github.io/fcgqcnn.","Grasping;Deep Learning in Robotics and Automation","105.0"
"168","Personalized Blended Mobile Learning Framework for the Koran Memorization Process","Y. Rosmansyah; A. F. Alim","2019","2019 International Conference on Electrical Engineering and Informatics (ICEEI)","S3","10.1109/ICEEI47359.2019.8988837","Increased interest in memorization of the Koran in Indonesia is not yet supported by appropriate educational services. A number of tahfidz schools and communities provide solutions by opening memorization and learning services through telephone communications. However, this solution is not very effective. In addition to high cost, the level of flexibility of teaching-learning is still not good considering the diversity of backgrounds, activities, and ages of the learners. This solution is also very prone to dropouts (learners quitting the program), because there is no commitment to study face to face so that learners are less motivated. This research aims to develop a framework and a software system of blended mobile learning that is able to accommodate the needs of learners in order to obtain an efficient memorization process. ADDIE and context aware framework are adopted as methods for prototype development. Evaluations are performed on the prototype through formative and summative tests. The summative testing uses statistical tests (independent t-test) and formative testing uses UAT (user acceptance test). Statistical test results obtained the significance value of 0.007 (<0.05), which means that there is a difference in improvement scores between experimental group and traditional group. Further results of UAT show that 77.87% of learners declare conformity, and 83.76% of learners declare high satisfaction with the learning model featured in the prototype.","Blended Mobile Learning;Tahfidz;Koran;ADDIE",""
"169","Reliability Modeling of Microgrid System Using Hybrid Methods in Hot Standby Mode","M. Patowary; G. Panda; B. C. Deka","2019","IEEE Systems Journal","S3","10.1109/JSYST.2019.2925453","The purpose of this paper is to accomplish the reliability assessment of hot standby microgrid system by using few hybrid methods. This paper has shown relative analysis on failure probability and reliability of microgrid system by means of Markov model, fault tree analysis (FTA) using reduced binary decision diagram (RBDD), and reduced sequential binary decision diagram (RSBDD) approaches. Hot standby mode is usually employed for the enrichment of reliability to prolong the system availability during any catastrophic situation. By analysis, microgrid which falls under the hot standby mode indicates that both the redundant as well as active components have similar failure rates. An inverter dominated photovoltaic system integrated to an IEEE 5-bus microgrid system is designed for which comparative overall system availability is calculated and analyzed in terms of failure probability and reliability by using hybrid approaches. Markov-based models mostly suffer from state-space explosion problems and it needs exponential probability distribution function only. Again, FTA-RBDD and FTA-RSBDD approaches have neither any constraint on time-to-failure distributions nor any computational burden issue. Moreover, FTA-RSBDD-based reliability assessment dealings are reusable with different time-to-failure rates.","Binary decision diagram (BDD);comparative assessment;fault tree analysis (FTA);FTA-reduced binary decision diagram (FTA-RBDD);FTA-reduced sequential binary decision diagram (FTA-RSBDD);Markov model;microgrid;reliability evaluation","28.0"
"170","Smart Performance Measurement Tool In Measuring The Readiness of Lean Higher Education Institution","Okfalisa; F. Insani; R. Abdillah; W. Anggraini; Saktioto","2019","2019 6th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","S3","10.23919/EECSI48112.2019.8976930","The development of autonomy University drives management innovation to increase the alternative sources of income with the purpose of the efficiency improvement and productivity of the institution. One of a management model that leads to increase productivity through cost reduction is Lean service. The implementation of Lean Higher Education Institution (LHEI) requires total involvement of organization maneuver, including social culture, infrastructure, and leadership support. Therefore, the readiness of the institution in welcoming Lean concepts becomes significant. This article tried to develop a prototype of an intelligent performance measurement tool by analyzing the readiness indicators using the Analytical Hierarchy Process (AHP) method. This tool provided the classification of organizational readiness into five performances level. The measurement performed as a Decision Support System (DSS) to recommend University management level in making a decision and correcting action towards the optimal execution of Lean service. As a case study, this prototype system has been tested with Black Box and User Acceptance Test (UAT) in Indonesia Islamic Higher Education Institution. The finding reveals that the prototype system can be used as a performance measurement tool in measuring the readiness of Lean's service in Islamic Higher Education Institution.","Performance Measurement Tool;Lean Higher Education Institution;Lean Service Model;Decision Support System;Analytical Hierarchy Process","3.0"
"171","Transactional Behavior Verification in Business Process as a Service Configuration","S. Bourne; C. Szabo; Q. Z. Sheng","2019","IEEE Transactions on Services Computing","S3","10.1109/TSC.2017.2667662","Business Process as a Service (BPaaS) is an emerging type of cloud service that offers configurable and executable business processes to clients over the Internet. As BPaaS is still in early years of research, many open issues remain. Managing the configuration of BPaaS builds on areas such as software product lines and configurable business processes. The problem has concerns to consider from several perspectives, such as the different types of variable features, constraints between configuration options, and satisfying the requirements provided by the client. In our approach, we use temporal logic templates to elicit transactional requirements from clients that the configured service must adhere to. For formalizing constraints over configuration, feature models are used. To manage all these concerns during BPaaS configuration, we develop a structured process that applies formal methods while directing clients through specifying transactional requirements and selecting configurable features. The Binary Decision Diagram (BDD) analysis is then used to verify that the selected configurable features do not violate any constraints. Finally, model checking is applied to verify the configured service against the transactional requirement set. We demonstrate the feasibility of our approach with several validation scenarios and performance evaluations.","Business process as a service;formal methods;verification;transactional requirements;model checking","6.0"
"172","An efficient SAT-based algorithm for finding short cycles in cryptographic algorithms","E. Dubrova; M. Teslenko","2018","2018 IEEE International Symposium on Hardware Oriented Security and Trust (HOST)","S1","10.1109/HST.2018.8383892","The absence of short cycles is a desirable property for cryptographic algorithms that are iterated. Furthermore, as demonstrated by the cryptanalysis of A5, short cycles can be exploited to reduce the complexity of an attack. We present an algorithm which uses a SAT-based bounded model checking for finding all short cycles of a given length. The existing Boolean Decision Diagram (BDD) based algorithms for finding cycles have limited capacity due to the excessive memory requirements of BDDs. The simulation-based algorithms can be applied to larger problem instances, however, they cannot guarantee the detection of all cycles of a given length. The same holds for general-purpose SAT-based model checkers. The presented algorithm can handle cryptographic algorithms with very large state spaces, including important ciphers such as Trivium and Grain-128. We found that these ciphers contain short cycles whose existence, to our best knowledge, was previously unknown. This potentially opens new possibilities for cryptanalysis.","","2.0"
"173","Behavior-driven Development for Real-time Embedded Systems","A. S. Nezhad; J. J. Lukkien; R. H. Mak","2018","2018 IEEE 23rd International Conference on Emerging Technologies and Factory Automation (ETFA)","S1","10.1109/ETFA.2018.8502653","Embedded systems are a class of computer systems that are typically characterized by a tight interaction with the physical environment. Various methodologies have been adopted for the development of such systems, ranging from traditional waterfall to modern agile techniques. One of the agile techniques that has recently attracted increasing attention is Behavior-Driven Development (BDD). BDD promotes the engagement of all stakeholders in every development iteration to minimize the misunderstanding between technical and non-technical stakeholders and, consequently, to speed up the development process and lower the costs. In this paper, we investigate the application of BDD to the development of embedded systems, especially focusing on the testing of timing requirements for real-time embedded software. In particular, we extend BDD with time-related concepts and propose an approach to generate test code for the verification of timing behavior of real-time embedded systems. Our approach offers more automation for the development of test code compared to existing BDD tools, thus minimizing the risk of timing faults and reducing development costs and time-to-market.","","1.0"
"174","Detecting duplicate examples in behaviour driven development specifications","L. P. Binamungu; S. M. Embury; N. Konstantinou","2018","2018 IEEE Workshop on Validation, Analysis and Evolution of Software Tests (VST)","S3","10.1109/VST.2018.8327149","In Behaviour-Driven Development (BDD), the behaviour of the software to be built is specified as a set of example interactions with the system, expressed using a “Given-When-Then” structure. The examples are written using customer language, and are readable by end-users. They are also executable, and act as tests that determine whether the implementation matches the desired behaviour or not. This approach can be effective in building a common understanding of the requirements, but it can also face problems. When the suites of examples grow large, they can be difficult and expensive to change. Duplication can creep in, and can be challenging to detect manually. Current tools for detecting duplication in code are also not effective for BDD examples. Moreover, human concerns of readability and clarity can rise. We present an approach for detecting duplication in BDD suites that is based around dynamic tracing, and describe an evaluation based on three open source systems.","behaviour-driven development;duplication detection;dynamic tracing","4.0"
"175","Edge Detection for a Children’s Coloring Application","H. Alsaaran; A. Almohanna; R. Al-otaibi; L. Al-hosan","2018","2018 21st Saudi Computer Society National Computer Conference (NCC)","S3","10.1109/NCG.2018.8592960","Children need entertainment that at the same time helps develop their mental skills and creative thinking. Coloring applications often attract them as they contain coloring and drawing. However, the majority of them are difficult to use for children and can have a fixed set of available coloring pages, which can make it uninteresting after the child have tried them all. This paper presents a new coloring mobile application that allows children to be creative and make their own coloring pages on-the-go by taking pictures of what they want to color. In this application, a child snaps a photo using the mobile device's camera, which is then transformed into a coloring page and provided with tools to color and save the new creation in the mobile device. The transformation is done using image processing techniques: image smoothing and edge detection. The application provides three difficulty levels for the children: easy, medium, and advanced. It uses automatic parameter selection for each level that is adaptive to the input image. Evaluation of the parameter selection method proved its suitability for the application. User acceptance test was performed for the application which showed high successful completion rates and user satisfaction.","coloring application;image processing;Canny edge detection;automatic thresholds;image adaptive thresholds;children difficulity levels;children educational entertainment",""
